pickup_zip,dropoff_zip,distance_miles
58654,32258,1654.9
32258,47120,631.5
47120,32258,631.5
32258,68715,1210.2
68715,32258,1210.2
32258,36049,302.4
36049,32258,302.4
32258,52325,978.8
52325,32258,978.8
32258,72046,679.2
72046,32258,679.2
32258,64659,939.6
64659,32258,939.6
32258,97640,2322.1
97640,32258,2322.1
32258,92656,2130.0
92656,32258,2130.0
32258,47616,666.0
47616,32258,666.0
32258,27601,423.6
27601,32258,423.6
32258,97364,2509.5
97364,32258,2509.5
32258,64112,962.2
64112,32258,962.2
32258,32266,14.8
32266,32258,14.8
32258,44076,786.3
44076,32258,786.3
32258,66223,958.4
66223,32258,958.4
32258,56589,1398.3
56589,32258,1398.3
32258,91770,2148.4
91770,32258,2148.4
32258,28169,359.9
28169,32258,359.9
32258,25843,516.3
25843,32258,516.3
32258,51649,1077.8
51649,32258,1077.8
32258,99158,2230.3
99158,32258,2230.3
32258,55713,1338.0
55713,32258,1338.0
32258,20779,658.6
20779,32258,658.6
32258,44087,770.7
44087,32258,770.7
32258,04220,1154.9
04220,32258,1154.9
32258,92602,2129.3
92602,32258,2129.3
32258,44417,780.3
44417,32258,780.3
32258,12768,894.2
12768,32258,894.2
32258,63030,762.4
63030,32258,762.4
32258,05250,1007.2
05250,32258,1007.2
32258,87113,1495.1
87113,32258,1495.1
32258,41222,531.3
41222,32258,531.3
32258,32948,173.3
32948,32258,173.3
32258,71286,597.7
71286,32258,597.7
32258,67751,1233.8
67751,32258,1233.8
32258,04956,1188.2
04956,32258,1188.2
32258,04668,1282.3
04668,32258,1282.3
32258,29714,317.3
29714,32258,317.3
32258,70516,643.0
70516,32258,643.0
32258,28027,366.7
28027,32258,366.7
32258,81073,1313.8
81073,32258,1313.8
32258,46501,808.3
46501,32258,808.3
32258,70114,508.4
70114,32258,508.4
32258,11003,851.2
11003,32258,851.2
32258,68130,1121.2
68130,32258,1121.2
32258,59642,1922.7
59642,32258,1922.7
32258,80468,1540.2
80468,32258,1540.2
32258,43346,731.1
43346,32258,731.1
32258,41567,513.9
41567,32258,513.9
32258,50665,1059.8
50665,32258,1059.8
32258,20716,665.3
20716,32258,665.3
32258,25981,549.7
25981,32258,549.7
32258,78739,977.3
78739,32258,977.3
32258,61845,804.3
61845,32258,804.3
32258,86314,1818.9
86314,32258,1818.9
32258,28538,431.4
28538,32258,431.4
32258,68071,1176.2
68071,32258,1176.2
32258,45836,743.9
45836,32258,743.9
32258,11369,850.1
11369,32258,850.1
32258,97703,2378.6
97703,32258,2378.6
32258,01606,999.2
01606,32258,999.2
32258,50585,1157.8
50585,32258,1157.8
32258,04924,1203.1
04924,32258,1203.1
32258,63108,768.0
63108,32258,768.0
32258,13111,944.8
13111,32258,944.8
32258,49441,936.8
49441,32258,936.8
32258,67059,1131.3
67059,32258,1131.3
32258,14860,897.4
14860,32258,897.4
32258,31743,189.7
31743,32258,189.7
32258,16735,807.0
16735,32258,807.0
32258,90278,2165.6
90278,32258,2165.6
32258,50111,1049.9
50111,32258,1049.9
32258,27803,451.0
27803,32258,451.0
32258,71048,692.2
71048,32258,692.2
32258,62221,748.3
62221,32258,748.3
32258,55769,1347.5
55769,32258,1347.5
32258,25420,666.1
25420,32258,666.1
32258,92394,2105.3
92394,32258,2105.3
32258,48861,888.0
48861,32258,888.0
32258,70757,597.1
70757,32258,597.1
32258,74855,965.8
74855,32258,965.8
32258,77514,784.8
77514,32258,784.8
32258,51537,1103.7
51537,32258,1103.7
32258,76226,942.5
76226,32258,942.5
32258,49106,859.7
49106,32258,859.7
32258,31909,259.4
31909,32258,259.4
32258,29560,275.8
29560,32258,275.8
32258,22207,654.8
22207,32258,654.8
32258,52555,961.7
52555,32258,961.7
32258,53952,1039.9
53952,32258,1039.9
53022,58654,805.8
58654,53022,805.8
53022,47120,344.5
47120,53022,344.5
53022,68715,491.7
68715,53022,491.7
53022,36049,797.0
36049,53022,797.0
53022,52325,225.7
52325,53022,225.7
53022,72046,632.8
72046,53022,632.8
53022,64659,358.8
64659,53022,358.8
53022,97640,1636.6
97640,53022,1636.6
53022,92656,1728.4
92656,53022,1728.4
53022,47616,344.9
47616,53022,344.9
53022,27601,721.1
27601,53022,721.1
53022,97364,1774.0
97364,53022,1774.0
53022,64112,444.9
64112,53022,444.9
53022,32266,964.1
32266,53022,964.1
53022,44076,391.2
44076,53022,391.2
53022,66223,456.0
66223,53022,456.0
53022,56589,460.4
56589,53022,460.4
53022,91770,1728.6
91770,53022,1728.6
53022,28169,650.0
28169,53022,650.0
53022,25843,533.4
25843,53022,533.4
53022,51649,415.5
51649,53022,415.5
53022,99158,1439.1
99158,53022,1439.1
53022,55713,371.1
55713,53022,371.1
53022,20779,676.5
20779,53022,676.5
53022,44087,366.5
44087,53022,366.5
53022,04220,889.9
04220,53022,889.9
53022,92602,1722.9
92602,53022,1722.9
53022,44417,401.0
44417,53022,401.0
53022,12768,689.4
12768,53022,689.4
53022,63030,377.4
63030,53022,377.4
53022,05250,752.8
05250,53022,752.8
53022,87113,1131.6
87113,53022,1131.6
53022,41222,467.5
41222,53022,467.5
53022,32948,1146.1
32948,53022,1146.1
53022,71286,749.1
71286,53022,749.1
53022,67751,697.7
67751,53022,697.7
53022,04956,901.5
04956,53022,901.5
53022,04668,1019.7
04668,53022,1019.7
53022,29714,703.3
29714,53022,703.3
53022,70516,916.6
70516,53022,916.6
53022,28027,670.2
28027,53022,670.2
53022,81073,867.3
81073,53022,867.3
53022,46501,168.3
46501,53022,168.3
53022,70114,922.8
70114,53022,922.8
53022,11003,761.2
11003,53022,761.2
53022,68130,436.7
68130,53022,436.7
53022,59642,1129.7
59642,53022,1129.7
53022,80468,958.3
80468,53022,958.3
53022,43346,286.2
43346,53022,286.2
53022,41567,496.8
41567,53022,496.8
53022,50665,240.6
50665,53022,240.6
53022,20716,664.3
20716,53022,664.3
53022,25981,526.7
25981,53022,526.7
53022,78739,1049.5
78739,53022,1049.5
53022,61845,197.8
61845,53022,197.8
53022,86314,1427.7
86314,53022,1427.7
53022,28538,779.8
28538,53022,779.8
53022,68071,430.8
68071,53022,430.8
53022,45836,284.9
45836,53022,284.9
53022,11369,751.7
11369,53022,751.7
53022,97703,1664.1
97703,53022,1664.1
53022,01606,830.9
01606,53022,830.9
53022,50585,356.2
50585,53022,356.2
53022,04924,929.2
04924,53022,929.2
53022,63108,335.6
63108,53022,335.6
53022,13111,579.6
13111,53022,579.6
53022,49441,92.9
49441,53022,92.9
53022,67059,694.6
67059,53022,694.6
53022,14860,573.2
14860,53022,573.2
53022,31743,812.9
31743,53022,812.9
53022,16735,488.0
16735,53022,488.0
53022,90278,1749.4
90278,53022,1749.4
53022,50111,309.5
50111,53022,309.5
53022,27803,744.7
27803,53022,744.7
53022,71048,761.7
71048,53022,761.7
53022,62221,338.8
62221,53022,338.8
53022,55769,383.4
55769,53022,383.4
53022,25420,583.4
25420,53022,583.4
53022,92394,1675.3
92394,53022,1675.3
53022,48861,165.6
48861,53022,165.6
53022,70757,906.5
70757,53022,906.5
53022,74855,709.5
74855,53022,709.5
53022,77514,1000.8
77514,53022,1000.8
53022,51537,383.0
51537,53022,383.0
53022,76226,853.7
76226,53022,853.7
53022,49106,119.8
49106,53022,119.8
53022,31909,757.1
31909,53022,757.1
53022,29560,789.9
29560,53022,789.9
53022,22207,646.1
22207,53022,646.1
53022,52555,300.9
52555,53022,300.9
53022,53952,83.9
53952,53022,83.9
58654,47120,1062.8
47120,58654,1062.8
58654,68715,452.2
68715,58654,452.2
58654,36049,1392.4
36049,58654,1392.4
58654,52325,690.3
52325,58654,690.3
58654,72046,1046.6
72046,58654,1046.6
58654,64659,716.6
64659,58654,716.6
58654,97640,867.2
97640,58654,867.2
58654,92656,1167.6
92656,58654,1167.6
58654,47616,1000.7
47616,58654,1000.7
58654,27601,1505.3
27601,58654,1505.3
58654,97364,977.8
97364,58654,977.8
58654,64112,709.4
64112,58654,709.4
58654,32266,1650.9
32266,58654,1650.9
58654,44076,1194.3
44076,58654,1194.3
58654,66223,716.5
66223,58654,716.5
58654,56589,383.7
56589,58654,383.7
58654,91770,1151.9
91770,58654,1151.9
58654,28169,1401.9
28169,58654,1401.9
58654,25843,1317.5
25843,58654,1317.5
58654,51649,581.5
51649,58654,581.5
58654,99158,634.6
99158,58654,634.6
58654,55713,522.9
55713,58654,522.9
58654,20779,1482.3
20779,58654,1482.3
58654,44087,1171.6
44087,58654,1171.6
58654,04220,1620.0
04220,58654,1620.0
58654,92602,1159.0
92602,58654,1159.0
58654,44417,1204.4
44417,58654,1204.4
58654,12768,1472.6
12768,58654,1472.6
58654,63030,892.9
63030,58654,892.9
58654,05250,1512.9
05250,58654,1512.9
58654,87113,812.2
87113,58654,812.2
58654,41222,1235.9
41222,58654,1235.9
58654,32948,1818.1
32948,58654,1818.1
58654,71286,1179.6
71286,58654,1179.6
58654,67751,557.0
67751,58654,557.0
58654,04956,1621.6
04956,58654,1621.6
58654,04668,1726.7
04668,58654,1726.7
58654,29714,1453.4
29714,58654,1453.4
58654,70516,1289.1
70516,58654,1289.1
58654,28027,1432.0
28027,58654,1432.0
58654,81073,648.1
81073,58654,648.1
58654,46501,953.2
46501,58654,953.2
58654,70114,1377.4
70114,58654,1377.4
58654,11003,1553.8
11003,58654,1553.8
58654,68130,538.7
68130,58654,538.7
58654,59642,332.5
59642,58654,332.5
58654,80468,487.6
80468,58654,487.6
58654,43346,1084.6
43346,58654,1084.6
58654,41567,1269.0
41567,58654,1269.0
58654,50665,615.8
50665,58654,615.8
58654,20716,1470.1
20716,58654,1470.1
58654,25981,1318.7
25981,58654,1318.7
58654,78739,1188.5
78739,58654,1188.5
58654,61845,889.0
61845,58654,889.0
58654,86314,950.6
86314,58654,950.6
58654,28538,1567.9
28538,58654,1567.9
58654,68071,479.2
68071,58654,479.2
58654,45836,1086.5
45836,58654,1086.5
58654,11369,1544.2
11369,58654,1544.2
58654,97703,878.9
97703,58654,878.9
58654,01606,1599.3
01606,58654,1599.3
58654,50585,502.5
50585,58654,502.5
58654,04924,1648.6
04924,58654,1648.6
58654,63108,887.7
63108,58654,887.7
58654,13111,1347.1
13111,58654,1347.1
58654,49441,892.7
49441,58654,892.7
58654,67059,674.5
67059,58654,674.5
58654,14860,1352.8
14860,58654,1352.8
58654,31743,1468.3
31743,58654,1468.3
58654,16735,1285.7
16735,58654,1285.7
58654,90278,1172.2
90278,58654,1172.2
58654,50111,607.8
50111,58654,607.8
58654,27803,1534.8
27803,58654,1534.8
58654,71048,1122.6
71048,58654,1122.6
58654,62221,907.9
62221,58654,907.9
58654,55769,503.2
55769,58654,503.2
58654,25420,1389.2
25420,58654,1389.2
58654,92394,1099.6
92394,58654,1099.6
58654,48861,968.3
48861,58654,968.3
58654,70757,1309.0
70757,58654,1309.0
58654,74855,855.7
74855,58654,855.7
58654,77514,1278.1
77514,58654,1278.1
58654,51537,551.4
51537,58654,551.4
58654,76226,1006.1
76226,58654,1006.1
58654,49106,916.0
49106,58654,916.0
58654,31909,1399.8
31909,58654,1399.8
58654,29560,1543.5
29560,58654,1543.5
58654,22207,1451.9
22207,58654,1451.9
58654,52555,694.2
52555,58654,694.2
58654,53952,722.3
53952,58654,722.3
47120,68715,650.2
68715,47120,650.2
47120,36049,461.2
36049,47120,461.2
47120,52325,372.6
52325,47120,372.6
47120,72046,417.9
72046,47120,417.9
47120,64659,392.3
64659,47120,392.3
47120,97640,1823.1
97640,47120,1823.1
47120,92656,1789.3
92656,47120,1789.3
47120,47616,94.6
47616,47120,94.6
47120,27601,456.3
27601,47120,456.3
47120,97364,1986.4
97364,47120,1986.4
47120,64112,455.6
64112,47120,455.6
47120,32266,623.7
32266,47120,623.7
47120,44076,355.1
44076,47120,355.1
47120,66223,459.2
66223,47120,459.2
47120,56589,771.5
56589,47120,771.5
47120,91770,1797.3
91770,47120,1797.3
47120,28169,339.1
28169,47120,339.1
47120,25843,281.3
25843,47120,281.3
47120,51649,524.7
51649,47120,524.7
47120,99158,1674.7
99158,47120,1674.7
47120,55713,706.4
55713,47120,706.4
47120,20779,520.5
20779,47120,520.5
47120,44087,320.4
44087,47120,320.4
47120,04220,915.5
04220,47120,915.5
47120,92602,1785.7
92602,47120,1785.7
47120,44417,358.2
44417,47120,358.2
47120,12768,650.9
12768,47120,650.9
47120,63030,248.8
63030,47120,248.8
47120,05250,752.7
05250,47120,752.7
47120,87113,1149.5
87113,47120,1149.5
47120,41222,188.1
41222,47120,188.1
47120,32948,804.5
32948,47120,804.5
47120,71286,490.5
71286,47120,490.5
47120,67751,765.3
67751,47120,765.3
47120,04956,938.5
04956,47120,938.5
47120,04668,1058.3
04668,47120,1058.3
47120,29714,390.7
29714,47120,390.7
47120,70516,657.4
70516,47120,657.4
47120,28027,370.5
28027,47120,370.5
47120,81073,904.2
81073,47120,904.2
47120,46501,191.0
46501,47120,191.0
47120,70114,626.9
70114,47120,626.9
47120,11003,683.5
11003,47120,683.5
47120,68130,565.2
68130,47120,565.2
47120,59642,1361.2
59642,47120,1361.2
47120,80468,1071.9
80468,47120,1071.9
47120,43346,192.7
43346,47120,192.7
47120,41567,221.6
41567,47120,221.6
47120,50665,448.2
50665,47120,448.2
47120,20716,513.1
20716,47120,513.1
47120,25981,299.5
25981,47120,299.5
47120,78739,878.1
78739,47120,878.1
47120,61845,177.4
61845,47120,177.4
47120,86314,1473.6
86314,47120,1473.6
47120,28538,521.2
28538,47120,521.2
47120,68071,601.8
68071,47120,601.8
47120,45836,210.9
45836,47120,210.9
47120,11369,675.7
11369,47120,675.7
47120,97703,1864.9
97703,47120,1864.9
47120,01606,803.6
01606,47120,803.6
47120,50585,561.3
50585,47120,561.3
47120,04924,963.5
04924,47120,963.5
47120,63108,220.4
63108,47120,220.4
47120,13111,600.6
13111,47120,600.6
47120,49441,326.5
49441,47120,326.5
47120,67059,705.7
67059,47120,705.7
47120,14860,568.5
14860,47120,568.5
47120,31743,468.4
31743,47120,468.4
47120,16735,448.3
16735,47120,448.3
47120,90278,1817.1
90278,47120,1817.1
47120,50111,461.0
50111,47120,461.0
47120,27803,492.5
27803,47120,492.5
47120,71048,538.7
71048,47120,538.7
47120,62221,201.1
62221,47120,201.1
47120,55769,716.1
55769,47120,716.1
47120,25420,439.4
25420,47120,439.4
47120,92394,1746.8
92394,47120,1746.8
47120,48861,302.4
48861,47120,302.4
47120,70757,635.0
70757,47120,635.0
47120,74855,625.8
74855,47120,625.8
47120,77514,773.2
77514,47120,773.2
47120,51537,530.2
51537,47120,530.2
47120,76226,717.9
76226,47120,717.9
47120,49106,240.8
49106,47120,240.8
47120,31909,413.7
31909,47120,413.7
47120,29560,480.7
29560,47120,480.7
47120,22207,491.0
22207,47120,491.0
47120,52555,384.2
52555,47120,384.2
47120,53952,408.5
53952,47120,408.5
68715,36049,941.1
36049,68715,941.1
68715,52325,294.9
52325,68715,294.9
68715,72046,596.8
72046,68715,596.8
68715,64659,271.8
64659,68715,271.8
68715,97640,1176.3
97640,68715,1176.3
68715,92656,1240.1
92656,68715,1240.1
68715,47616,574.4
47616,68715,574.4
68715,27601,1105.8
27601,68715,1105.8
68715,97364,1336.2
97364,68715,1336.2
68715,64112,257.2
64112,68715,257.2
68715,32266,1207.0
32266,68715,1207.0
68715,44076,866.9
44076,68715,866.9
68715,66223,264.6
66223,68715,264.6
68715,56589,371.6
56589,68715,371.6
68715,91770,1238.8
91770,68715,1238.8
68715,28169,984.4
28169,68715,984.4
68715,25843,924.5
25843,68715,924.5
68715,51649,132.5
51649,68715,132.5
68715,99158,1029.3
99158,68715,1029.3
68715,55713,449.3
55713,68715,449.3
68715,20779,1128.8
20779,68715,1128.8
68715,44087,836.9
44087,68715,836.9
68715,04220,1380.7
04220,68715,1380.7
68715,92602,1234.3
92602,68715,1234.3
68715,44417,875.8
44417,68715,875.8
68715,12768,1176.5
12768,68715,1176.5
68715,63030,449.0
63030,68715,449.0
68715,05250,1244.3
05250,68715,1244.3
68715,87113,673.1
87113,68715,673.1
68715,41222,835.0
41222,68715,835.0
68715,32948,1370.2
32948,68715,1370.2
68715,71286,731.7
71286,68715,731.7
68715,67751,244.2
67751,68715,244.2
68715,04956,1391.4
04956,68715,1391.4
68715,04668,1508.3
04668,68715,1508.3
68715,29714,1033.3
29714,68715,1033.3
68715,70516,852.7
70516,68715,852.7
68715,28027,1018.7
28027,68715,1018.7
68715,81073,415.1
81073,68715,415.1
68715,46501,590.3
46501,68715,590.3
68715,70114,931.1
70114,68715,931.1
68715,11003,1242.2
11003,68715,1242.2
68715,68130,89.1
68130,68715,89.1
68715,59642,717.2
59642,68715,717.2
68715,80468,466.6
80468,68715,466.6
68715,43346,722.2
43346,68715,722.2
68715,41567,868.9
41567,68715,868.9
68715,50665,251.5
50665,68715,251.5
68715,20716,1118.3
20716,68715,1118.3
68715,25981,934.1
25981,68715,934.1
68715,78739,813.3
78739,68715,813.3
68715,61845,492.4
61845,68715,492.4
68715,86314,946.2
86314,68715,946.2
68715,28538,1170.5
28538,68715,1170.5
68715,68071,61.1
68071,68715,61.1
68715,45836,729.6
45836,68715,729.6
68715,11369,1232.9
11369,68715,1232.9
68715,97703,1215.4
97703,68715,1215.4
68715,01606,1321.0
01606,68715,1321.0
68715,50585,141.9
50585,68715,141.9
68715,04924,1419.1
04924,68715,1419.1
68715,63108,451.0
63108,68715,451.0
68715,13111,1071.0
13111,68715,1071.0
68715,49441,583.8
49441,68715,583.8
68715,67059,308.3
67059,68715,308.3
68715,14860,1062.6
14860,68715,1062.6
68715,31743,1021.9
31743,68715,1021.9
68715,16735,969.1
16735,68715,969.1
68715,90278,1259.8
90278,68715,1259.8
68715,50111,197.3
50111,68715,197.3
68715,27803,1140.5
27803,68715,1140.5
68715,71048,681.8
71048,68715,681.8
68715,62221,472.1
62221,68715,472.1
68715,55769,438.2
55769,68715,438.2
68715,25420,1037.0
25420,68715,1037.0
68715,92394,1185.3
92394,68715,1185.3
68715,48861,651.3
48861,68715,651.3
68715,70757,868.2
70757,68715,868.2
68715,74855,446.6
74855,68715,446.6
68715,77514,862.8
77514,68715,862.8
68715,51537,121.5
51537,68715,121.5
68715,76226,611.7
76226,68715,611.7
68715,49106,569.3
49106,68715,569.3
68715,31909,952.7
31909,68715,952.7
68715,29560,1122.5
29560,68715,1122.5
68715,22207,1097.7
22207,68715,1097.7
68715,52555,266.0
52555,68715,266.0
68715,53952,425.5
53952,68715,425.5
36049,52325,745.3
52325,36049,745.3
36049,72046,380.1
72046,36049,380.1
36049,64659,678.1
64659,36049,678.1
36049,97640,2025.2
97640,36049,2025.2
36049,92656,1830.2
92656,36049,1830.2
36049,47616,455.4
47616,36049,455.4
36049,27601,519.4
27601,36049,519.4
36049,97364,2215.9
97364,36049,2215.9
36049,64112,686.0
64112,36049,686.0
36049,32266,305.6
32266,36049,305.6
36049,44076,737.9
44076,36049,737.9
36049,66223,680.5
66223,36049,680.5
36049,56589,1174.9
56589,36049,1174.9
36049,91770,1847.9
91770,36049,1847.9
36049,28169,373.7
28169,36049,373.7
36049,25843,498.3
25843,36049,498.3
36049,51649,810.9
51649,36049,810.9
36049,99158,1946.3
99158,36049,1946.3
36049,55713,1137.5
55713,36049,1137.5
36049,20779,729.8
20779,36049,729.8
36049,44087,711.2
44087,36049,711.2
36049,04220,1223.0
04220,36049,1223.0
36049,92602,1829.3
92602,36049,1829.3
36049,44417,735.7
44417,36049,735.7
36049,12768,945.2
12768,36049,945.2
36049,63030,507.4
63030,36049,507.4
36049,05250,1060.9
05250,36049,1060.9
36049,87113,1193.1
87113,36049,1193.1
36049,41222,457.5
41222,36049,457.5
36049,32948,438.0
32948,36049,438.0
36049,71286,296.5
71286,36049,296.5
36049,67751,940.3
67751,36049,940.3
36049,04956,1253.0
04956,36049,1253.0
36049,04668,1362.2
04668,36049,1362.2
36049,29714,371.1
29714,36049,371.1
36049,70516,369.8
70516,36049,369.8
36049,28027,409.2
28027,36049,409.2
36049,81073,1012.9
81073,36049,1012.9
36049,46501,652.1
46501,36049,652.1
36049,70114,256.1
70114,36049,256.1
36049,11003,932.5
11003,36049,932.5
36049,68130,853.7
68130,36049,853.7
36049,59642,1642.8
59642,36049,1642.8
36049,80468,1243.0
80468,36049,1243.0
36049,43346,622.5
43346,36049,622.5
36049,41567,460.0
41567,36049,460.0
36049,50665,826.7
50665,36049,826.7
36049,20716,731.1
20716,36049,731.1
36049,25981,538.2
25981,36049,538.2
36049,78739,697.5
78739,36049,697.5
36049,61845,605.1
61845,36049,605.1
36049,86314,1517.9
86314,36049,1517.9
36049,28538,562.0
28538,36049,562.0
36049,68071,914.6
68071,36049,914.6
36049,45836,639.5
45836,36049,639.5
36049,11369,928.3
11369,36049,928.3
36049,97703,2083.7
97703,36049,2083.7
36049,01606,1078.9
01606,36049,1078.9
36049,50585,909.1
50585,36049,909.1
36049,04924,1273.1
04924,36049,1273.1
36049,63108,524.6
63108,36049,524.6
36049,13111,952.5
13111,36049,952.5
36049,49441,787.7
49441,36049,787.7
36049,67059,833.8
67059,36049,833.8
36049,14860,908.9
14860,36049,908.9
36049,31743,134.1
31743,36049,134.1
36049,16735,795.9
16735,36049,795.9
36049,90278,1865.3
90278,36049,1865.3
36049,50111,801.1
50111,36049,801.1
36049,27803,561.8
27803,36049,561.8
36049,71048,391.4
71048,36049,391.4
36049,62221,508.0
62221,36049,508.0
36049,55769,1143.8
55769,36049,1143.8
36049,25420,697.1
25420,36049,697.1
36049,92394,1804.2
92394,36049,1804.2
36049,48861,759.8
48861,36049,759.8
36049,70757,326.0
70757,36049,326.0
36049,74855,664.3
74855,36049,664.3
36049,77514,516.6
77514,36049,516.6
36049,51537,844.3
51537,36049,844.3
36049,76226,642.8
76226,36049,642.8
36049,49106,701.3
49106,36049,701.3
36049,31909,96.0
31909,36049,96.0
36049,29560,406.0
29560,36049,406.0
36049,22207,713.3
22207,36049,713.3
36049,52555,711.8
52555,36049,711.8
36049,53952,848.5
53952,36049,848.5
52325,72046,484.5
72046,52325,484.5
52325,64659,143.5
64659,52325,143.5
52325,97640,1469.1
97640,52325,1469.1
52325,92656,1513.1
92656,52325,1513.1
52325,47616,314.1
47616,52325,314.1
52325,27601,821.3
27601,52325,821.3
52325,97364,1623.2
97364,52325,1623.2
52325,64112,225.2
64112,52325,225.2
52325,32266,973.2
32266,52325,973.2
52325,44076,575.3
44076,52325,575.3
52325,66223,237.2
66223,52325,237.2
52325,56589,429.8
56589,52325,429.8
52325,91770,1515.0
91770,52325,1515.0
52325,28169,711.7
28169,52325,711.7
52325,25843,636.3
25843,52325,636.3
52325,51649,194.8
51649,52325,194.8
52325,99158,1304.8
99158,52325,1304.8
52325,55713,410.1
55713,52325,410.1
52325,20779,833.9
20779,52325,833.9
52325,44087,544.2
44087,52325,544.2
52325,04220,1106.7
04220,52325,1106.7
52325,92602,1508.0
92602,52325,1508.0
52325,44417,583.8
44417,52325,583.8
52325,12768,888.4
12768,52325,888.4
52325,63030,245.2
63030,52325,245.2
52325,05250,962.8
05250,52325,962.8
52325,87113,907.3
87113,52325,907.3
52325,41222,550.1
41222,52325,550.1
52325,32948,1147.5
32948,52325,1147.5
52325,71286,616.8
71286,52325,616.8
52325,67751,476.2
67751,52325,476.2
52325,04956,1120.3
04956,52325,1120.3
52325,04668,1239.6
04668,52325,1239.6
52325,29714,763.1
29714,52325,763.1
52325,70516,773.4
70516,52325,773.4
52325,28027,742.6
28027,52325,742.6
52325,81073,643.5
81073,52325,643.5
52325,46501,295.8
46501,52325,295.8
52325,70114,809.7
70114,52325,809.7
52325,11003,950.4
11003,52325,950.4
52325,68130,223.3
68130,52325,223.3
52325,59642,991.3
59642,52325,991.3
52325,80468,752.4
80468,52325,752.4
52325,43346,427.3
43346,52325,427.3
52325,41567,583.7
41567,52325,583.7
52325,50665,81.7
50665,52325,81.7
52325,20716,823.4
20716,52325,823.4
52325,25981,643.1
25981,52325,643.1
52325,78739,854.0
78739,52325,854.0
52325,61845,202.1
61845,52325,202.1
52325,86314,1208.3
86314,52325,1208.3
52325,28538,885.2
28538,52325,885.2
52325,68071,238.9
68071,52325,238.9
52325,45836,434.9
45836,52325,434.9
52325,11369,941.2
11369,52325,941.2
52325,97703,1505.4
97703,52325,1505.4
52325,01606,1035.8
01606,52325,1035.8
52325,50585,188.8
50585,52325,188.8
52325,04924,1147.8
04924,52325,1147.8
52325,63108,221.0
63108,52325,221.0
52325,13111,790.1
13111,52325,790.1
52325,49441,309.6
49441,52325,309.6
52325,67059,468.9
67059,52325,468.9
52325,14860,777.4
14860,52325,777.4
52325,31743,798.2
31743,52325,798.2
52325,16735,678.6
16735,52325,678.6
52325,90278,1535.7
90278,52325,1535.7
52325,50111,97.7
50111,52325,97.7
52325,27803,853.8
27803,52325,853.8
52325,71048,605.2
71048,52325,605.2
52325,62221,237.3
62221,52325,237.3
52325,55769,412.1
55769,52325,412.1
52325,25420,742.1
25420,52325,742.1
52325,92394,1462.2
92394,52325,1462.2
52325,48861,368.3
48861,52325,368.3
52325,70757,773.1
70757,52325,773.1
52325,74855,497.4
74855,52325,497.4
52325,77514,833.6
77514,52325,833.6
52325,51537,174.7
51537,52325,174.7
52325,76226,651.5
76226,52325,651.5
52325,49106,278.6
49106,52325,278.6
52325,31909,732.7
31909,52325,732.7
52325,29560,853.1
29560,52325,853.1
52325,22207,802.8
22207,52325,802.8
52325,52555,79.8
52555,52325,79.8
52325,53952,193.0
53952,52325,193.0
72046,64659,368.0
64659,72046,368.0
72046,97640,1645.1
97640,72046,1645.1
72046,92656,1476.9
92656,72046,1476.9
72046,47616,338.8
47616,72046,338.8
72046,27601,757.3
27601,72046,757.3
72046,97364,1836.6
97364,72046,1836.6
72046,64112,342.2
64112,72046,342.2
72046,32266,680.6
32266,72046,680.6
72046,44076,773.0
44076,72046,773.0
72046,66223,333.3
66223,72046,333.3
72046,56589,893.0
56589,72046,893.0
72046,91770,1491.5
91770,72046,1491.5
72046,28169,598.8
28169,72046,598.8
72046,25843,639.8
25843,72046,639.8
72046,51649,476.7
51649,72046,476.7
72046,99158,1573.4
99158,72046,1573.4
72046,55713,893.6
55713,72046,893.6
72046,20779,900.2
20779,72046,900.2
72046,44087,738.2
44087,72046,738.2
72046,04220,1331.2
04220,72046,1331.2
72046,92602,1475.0
92602,72046,1475.0
72046,44417,776.0
44417,72046,776.0
72046,12768,1061.8
12768,72046,1061.8
72046,63030,256.1
63030,72046,256.1
72046,05250,1167.4
05250,72046,1167.4
72046,87113,831.6
87113,72046,831.6
72046,41222,554.1
41222,72046,554.1
72046,32948,817.1
32948,72046,817.1
72046,71286,137.3
71286,72046,137.3
72046,67751,562.2
67751,72046,562.2
72046,04956,1355.1
04956,72046,1355.1
72046,04668,1474.3
04668,72046,1474.3
72046,29714,628.0
29714,72046,628.0
72046,70516,289.4
70516,72046,289.4
72046,28027,641.5
28027,72046,641.5
72046,81073,634.9
81073,72046,634.9
72046,46501,554.9
46501,72046,554.9
72046,70114,337.3
70114,72046,337.3
72046,11003,1083.5
11003,72046,1083.5
72046,68130,515.8
68130,72046,515.8
72046,59642,1274.5
59642,72046,1274.5
72046,80468,862.9
80468,72046,862.9
72046,43346,607.7
43346,72046,607.7
72046,41567,578.7
41567,72046,578.7
72046,50665,555.4
50665,72046,555.4
72046,20716,895.8
20716,72046,895.8
72046,25981,672.0
25981,72046,672.0
72046,78739,460.4
78739,72046,460.4
72046,61845,445.8
61845,72046,445.8
72046,86314,1160.6
86314,72046,1160.6
72046,28538,817.1
28538,72046,817.1
72046,68071,583.9
68071,72046,583.9
72046,45836,625.5
45836,72046,625.5
72046,11369,1076.5
11369,72046,1076.5
72046,97703,1704.0
97703,72046,1704.0
72046,01606,1212.7
01606,72046,1212.7
72046,50585,601.6
